symbol,strategy,timeFrame,signalDate,entryPrice,rsiDaily,rsiWeekly,rsiMonthly,volume,pattern,return5D,return10D,return20D,return40D,maxDrawdown,maxGain,outcome
PSPPROJECT,RSITTF,D,2025-08-01,757.70,43.42,60.84,61.94,113623,,-9.63,-12.21,-7.17,-0.74,-18.07,6.90,Loss
MARATHON,RSITTF,D,2025-08-07,655.20,43.65,61.70,64.19,134273,,-3.00,-1.26,-6.32,-10.13,-16.16,4.61,Loss
FMGOETZE,RSITTF,D,2025-08-07,542.40,42.20,67.86,72.36,71231,,-2.78,-1.71,5.77,-7.68,-14.39,6.45,Loss
GALLANTT,RSITTF,D,2025-08-20,635.50,43.41,65.69,85.56,334333,,-8.51,-3.61,5.60,-0.28,-18.95,18.65,Loss
NACLIND,RSITTF,D,2025-08-20,236.06,42.63,64.86,85.22,478643,,5.71,4.50,-9.26,-22.99,-26.21,10.99,Win
GLENMARK,RSITTF,D,2025-08-21,1940.90,40.45,66.59,73.58,890032,,-0.88,5.72,7.43,-4.54,-7.64,11.13,Loss
GALLANTT,RSITTF,D,2025-08-25,618.50,40.86,60.47,85.56,278048,,-1.71,15.39,7.41,-13.06,-16.72,21.92,Loss
INFOBEAN,RSITTF,D,2025-09-09,135.61,42.68,61.89,67.80,440604,,2.87,-1.59,-5.83,13.81,-14.09,25.32,Win
VGL,RSITTF,D,2025-09-10,84.78,42.84,64.80,88.08,23384,,4.20,-2.84,-7.94,-7.81,-32.77,9.11,Win
INFOBEAN,RSITTF,D,2025-09-10,138.13,44.71,61.89,67.80,243352,,1.77,-6.07,-8.80,11.56,-15.66,23.04,Loss
NUVOCO,RSITTF,D,2025-09-12,428.65,40.14,61.87,64.00,192714,,4.39,-2.04,0.10,-12.66,-15.96,5.74,Win
HCG,RSITTF,D,2025-09-22,646.65,42.80,61.24,82.66,276123,,-3.26,0.12,10.83,14.20,-5.67,23.67,Loss
ANANDRATHI,RSITTF,D,2025-09-30,1413.40,42.20,70.93,78.50,517380,,5.79,10.76,11.06,1.99,-1.96,17.50,Win
SARDAEN,RSITTF,D,2025-10-01,550.75,43.67,61.23,68.12,517132,,3.72,-1.15,-3.86,-9.13,-14.66,6.75,Win
HYUNDAI,RSITTF,D,2025-10-08,2473.80,43.20,63.32,76.82,1727243,,-2.19,-7.33,-5.97,-6.64,-9.16,0.53,Loss
KHAICHEM,RSITTF,D,2025-10-15,119.59,44.78,69.08,68.30,210158,,4.99,-9.54,-20.64,-30.91,-37.29,11.13,Loss
RAMCOIND,RSITTF,D,2025-10-15,333.95,43.81,64.48,68.30,139693,,0.90,7.76,-6.51,-5.02,-13.58,10.14,Loss
JSLL,RSITTF,D,2025-10-15,742.35,44.00,72.67,83.29,188479,,-2.26,0.53,-4.43,-4.47,-10.92,12.48,Loss
APOLLO,RSITTF,D,2025-10-16,293.45,41.50,71.89,82.52,5609398,,-0.78,-5.67,-4.98,-19.58,-25.15,4.99,Win
LANDSMILL,RSITTF,D,2025-10-16,1.48,44.04,71.36,69.53,8444367,,8.11,0.68,2.70,-19.59,-25.00,11.49,Win
APOLLO,RSITTF,D,2025-10-17,293.65,41.62,64.50,82.52,8064562,,-2.86,-5.24,-6.69,-22.15,-25.20,3.18,Loss
IZMO,RSITTF,D,2025-10-17,896.80,42.60,60.84,81.22,139938,,-6.02,-4.03,5.75,-8.69,-15.24,13.74,Loss
KAYNES,RSITTF,D,2025-10-21,6867.00,44.72,60.97,70.95,81514,,0.75,-7.40,-13.10,-41.07,-45.94,1.91,Loss
IZMO,RSITTF,D,2025-10-21,889.30,42.51,60.84,81.22,28567,,-10.60,1.60,12.77,-10.00,-14.53,14.70,Loss
AXISCADES,RSITTF,D,2025-10-21,1507.50,42.59,61.13,73.42,15442,,3.02,-2.20,0.36,-16.98,-24.26,10.12,Loss
APOLLO,RSITTF,D,2025-10-24,291.15,42.39,63.76,82.52,2923619,,-4.93,-9.57,-10.80,-14.20,-24.56,0.81,Loss
SILVERBETA,RSITTF,D,2025-10-27,139.18,44.87,63.34,76.69,1864819,,3.66,7.54,8.41,46.56,-3.61,75.77,Loss
TFCILTD,RSITTF,D,2025-10-28,70.69,43.34,75.42,78.91,11936638,,-1.36,-3.10,4.00,-8.37,-12.72,5.39,Loss
COMSYN,RSITTF,D,2025-10-28,150.72,44.80,69.90,69.82,132207,,2.71,-5.82,-8.44,-2.49,-9.47,8.78,Loss
BAJFINANCE,RSITTF,D,2025-11-12,1013.20,43.46,66.26,68.73,11131278,,-0.75,-0.25,-0.29,-4.07,-7.54,4.72,Loss
ATALREAL,RSITTF,D,2025-11-19,23.14,44.39,72.63,68.19,6351859,,0.43,1.12,8.73,16.72,-2.98,26.19,Win
PROZONER,RSITTF,D,2025-11-20,57.61,41.52,60.75,74.90,104751,,-6.44,-12.48,-10.29,-2.85,-22.60,8.90,Loss
RBLBANK,RSITTF,D,2025-12-03,304.30,43.52,71.80,66.70,4279637,,-0.76,-2.42,3.61,-4.04,-5.62,7.94,Loss
SOMATEX,RSITTF,D,2025-12-05,113.00,41.86,60.30,69.62,22317,,-5.90,-5.43,19.87,1.14,-10.90,30.97,Loss
SALSTEEL,RSITTF,D,2025-12-05,36.63,43.46,61.24,75.82,207330,,-4.40,16.43,17.72,7.32,-9.64,32.98,Loss
MOVALUE,RSITTF,D,2025-12-09,111.50,43.87,63.40,68.34,63671,,0.48,2.65,6.58,9.52,-0.78,12.13,Win
MOM100,RSITTF,D,2025-12-09,64.27,43.53,60.72,66.60,378623,,0.06,1.91,2.85,-0.34,-6.02,3.55,Loss
ACUTAAS,RSITTF,D,2025-12-09,1666.20,44.28,64.04,79.92,436217,,1.69,0.53,5.82,18.86,-5.77,27.24,Win
SOMATEX,RSITTF,D,2025-12-10,110.70,40.95,60.30,69.62,19076,,-7.21,11.74,15.18,2.09,-9.05,33.69,Loss
ORICONENT,RSITTF,D,2025-12-10,56.00,44.72,63.67,75.77,66673,,5.62,7.14,9.32,16.00,-1.43,21.23,Win
KARURVYSYA,RSITTF,D,2025-12-11,241.82,44.88,69.31,72.89,428660,,2.35,8.68,9.03,35.04,0.00,35.60,Win
NIFTYQLITY,RSITTF,D,2025-12-11,21.90,44.67,63.64,62.44,20721,,0.46,1.60,1.42,-0.55,-5.25,5.16,Loss
PTCIL,RSITTF,D,2025-12-17,17437.00,42.36,64.53,67.39,11809,,4.67,5.25,3.05,5.43,-6.42,10.54,Loss
DCBBANK,RSITTF,D,2025-12-18,168.02,44.91,64.83,68.65,775241,,1.46,5.61,13.85,14.76,-0.73,21.24,Win
HEROMOTOCO,RSITTF,D,2025-12-19,5781.00,41.61,60.34,70.45,769295,,-3.72,3.54,-3.47,-3.53,-8.35,4.64,Loss
SILVERTUC,RSITTF,D,2026-02-17,127.78,44.48,61.01,83.60,458230,,11.93,2.73,-12.43,1.32,-21.35,20.16,Win
NATIONALUM,RSITTF,D,2026-02-20,341.20,44.40,70.34,82.58,5837972,,3.93,13.75,2.51,28.09,-2.01,30.47,Loss
