symbol,strategy,timeFrame,signalDate,entryPrice,rsiDaily,rsiWeekly,rsiMonthly,volume,pattern,return5D,return10D,return20D,return40D,maxDrawdown,maxGain,outcome
WELSPUNLIV,WealthCreation,W,2024-01-25,137.40,0.00,62.50,0.00,6819182,,0.00,0.00,0.00,0.00,0.00,24.64,Win
KPITTECH,WealthCreation,W,2024-01-25,1415.45,0.00,65.78,0.00,3520645,,0.00,0.00,0.00,0.00,-6.28,2.79,Loss
BAJAJHIND,WealthCreation,W,2024-01-25,27.95,0.00,63.98,0.00,18314637,,0.00,0.00,0.00,0.00,-0.54,44.90,Win
SBIN,WealthCreation,W,2024-01-25,612.75,0.00,62.92,0.00,22684904,,0.00,0.00,0.00,0.00,0.00,48.84,Win
SALONA,WealthCreation,W,2024-01-25,293.10,0.00,63.52,0.00,7332,,0.00,0.00,0.00,0.00,-3.34,1.64,Loss
JSWDULUX,WealthCreation,W,2024-01-25,2594.75,0.00,61.56,0.00,17145,,0.00,0.00,0.00,0.00,-0.39,17.85,Win
INDIGO,WealthCreation,W,2024-01-25,2863.05,0.00,68.46,0.00,1096039,,0.00,0.00,0.00,0.00,-0.39,61.01,Win
CANFINHOME,WealthCreation,W,2024-01-25,770.50,0.00,63.94,0.00,1041879,,0.00,0.00,0.00,0.00,-1.03,1.01,Loss
KECL,WealthCreation,W,2024-01-25,123.25,0.00,70.21,0.00,1117018,,0.00,0.00,0.00,0.00,-6.13,33.02,Loss
SANGHVIMOV,WealthCreation,W,2024-01-25,385.00,0.00,63.92,0.00,218504,,0.00,0.00,0.00,0.00,-2.14,1.14,Win
SOLEX,WealthCreation,W,2024-02-02,486.40,0.00,62.07,0.00,33500,,0.00,0.00,0.00,0.00,-1.15,169.74,Win
INDRAMEDCO,WealthCreation,W,2024-02-02,185.55,0.00,61.39,0.00,121595,,0.00,0.00,0.00,0.00,-2.99,9.78,Loss
ANIKINDS,WealthCreation,W,2024-02-02,49.35,0.00,61.70,0.00,25292,,0.00,0.00,0.00,0.00,-0.91,16.82,Win
GRINFRA,WealthCreation,W,2024-02-02,1265.40,0.00,60.47,0.00,98309,,0.00,0.00,0.00,0.00,-9.04,8.27,Loss
SPAL,WealthCreation,W,2024-02-02,589.05,0.00,61.05,0.00,52711,,0.00,0.00,0.00,0.00,-0.66,2.46,Win
VISHWARAJ,WealthCreation,W,2024-02-02,18.05,0.00,62.31,0.00,7896681,,0.00,0.00,0.00,0.00,-4.16,11.08,Loss
TTML,WealthCreation,W,2024-02-02,92.35,0.00,61.43,0.00,16696893,,0.00,0.00,0.00,0.00,-4.60,15.43,Loss
AHLADA,WealthCreation,W,2024-02-02,131.00,0.00,60.56,0.00,237724,,0.00,0.00,0.00,0.00,-5.34,13.32,Loss
PONNIERODE,WealthCreation,W,2024-02-02,440.75,0.00,64.79,0.00,163129,,0.00,0.00,0.00,0.00,-4.82,10.61,Loss
SAKHTISUG,WealthCreation,W,2024-02-02,30.00,0.00,75.81,0.00,2574116,,0.00,0.00,0.00,0.00,0.00,55.83,Win
JAMNAAUTO,WealthCreation,W,2024-02-02,118.50,0.00,63.79,0.00,7640823,,0.00,0.00,0.00,0.00,-5.49,14.22,Loss
ARCHIDPLY,WealthCreation,W,2024-02-02,89.90,0.00,64.99,0.00,60769,,0.00,0.00,0.00,0.00,-2.50,22.36,Win
DGCONTENT,WealthCreation,W,2024-02-02,20.00,0.00,66.17,0.00,64348,,0.00,0.00,0.00,0.00,-3.50,0.00,Loss
TIMETECHNO,WealthCreation,W,2024-02-02,84.78,0.00,62.18,0.00,4575768,,0.00,0.00,0.00,0.00,-3.93,0.79,Loss
CRISIL,WealthCreation,W,2024-02-02,4175.65,0.00,63.78,0.00,31068,,0.00,0.00,0.00,0.00,-2.15,26.17,Win
NIPPOBATRY,WealthCreation,W,2024-02-02,634.80,0.00,60.22,0.00,11011,,0.00,0.00,0.00,0.00,-0.20,3.09,Win
FCL,WealthCreation,W,2024-02-02,32.61,0.00,62.70,0.00,3927684,,0.00,0.00,0.00,0.00,-2.24,1.63,Loss
GTPL,WealthCreation,W,2024-02-02,186.40,0.00,62.22,0.00,713814,,0.00,0.00,0.00,0.00,-1.29,7.30,Loss
ERIS,WealthCreation,W,2024-02-02,892.05,0.00,61.01,0.00,735377,,0.00,0.00,0.00,0.00,-0.95,2.10,Loss
INOXINDIA,WealthCreation,W,2024-02-02,906.90,0.00,72.21,0.00,555239,,0.00,0.00,0.00,0.00,-0.61,62.42,Win
TCPLPACK,WealthCreation,W,2024-02-02,2133.00,0.00,62.90,0.00,16306,,0.00,0.00,0.00,0.00,-0.38,1.88,Win
LUMAXTECH,WealthCreation,W,2024-02-02,393.60,0.00,60.35,0.00,473500,,0.00,0.00,0.00,0.00,-4.84,26.75,Win
PAR,WealthCreation,W,2024-02-09,209.05,0.00,60.44,0.00,28207,,0.00,0.00,0.00,0.00,-4.23,1.29,Loss
PREMEXPLN,WealthCreation,W,2024-02-09,280.40,0.00,63.01,0.00,353065,,0.00,0.00,0.00,0.00,-0.85,3.96,Win
HCG,WealthCreation,W,2024-02-09,364.25,0.00,64.00,0.00,441938,,0.00,0.00,0.00,0.00,-2.32,1.83,Loss
63MOONS,WealthCreation,W,2024-02-09,438.55,0.00,64.46,0.00,107385,,0.00,0.00,0.00,0.00,-4.63,2.25,Loss
MANAKCOAT,WealthCreation,W,2024-02-09,32.50,0.00,60.51,0.00,98596,,0.00,0.00,0.00,0.00,-0.31,35.85,Win
LMW,WealthCreation,W,2024-02-09,13778.85,0.00,63.52,0.00,6013,,0.00,0.00,0.00,0.00,-1.70,8.86,Win
JLHL,WealthCreation,W,2024-02-09,227.00,0.00,68.36,0.00,324220,,0.00,0.00,0.00,0.00,0.00,45.72,Win
BIOCON,WealthCreation,W,2024-02-09,273.40,0.00,61.25,0.00,16961839,,0.00,0.00,0.00,0.00,-4.54,10.86,Loss
SHANKARA,WealthCreation,W,2024-02-09,769.75,0.00,61.23,0.00,245418,,0.00,0.00,0.00,0.00,-4.91,8.44,Loss
ACI,WealthCreation,W,2024-02-09,639.10,0.00,61.42,0.00,467554,,0.00,0.00,0.00,0.00,-2.68,31.07,Win
3IINFOLTD,WealthCreation,W,2024-02-09,47.63,0.00,61.38,0.00,5539187,,0.00,0.00,0.00,0.00,-4.79,3.07,Loss
SANSERA,WealthCreation,W,2024-02-09,995.10,0.00,63.96,0.00,231909,,0.00,0.00,0.00,0.00,-2.22,6.87,Win
PFIZER,WealthCreation,W,2024-02-09,4360.80,0.00,64.87,0.00,128731,,0.00,0.00,0.00,0.00,-1.28,7.66,Win
SHILPAMED,WealthCreation,W,2024-02-09,184.10,0.00,62.77,0.00,4957198,,0.00,0.00,0.00,0.00,-2.89,52.53,Win
LT,WealthCreation,W,2024-02-09,3324.55,0.00,61.60,0.00,3121873,,0.00,0.00,0.00,0.00,-1.13,0.44,Loss
RADAAN,WealthCreation,W,2024-02-09,1.85,0.00,60.44,0.00,25663,,0.00,0.00,0.00,0.00,0.00,40.54,Win
JSLL,WealthCreation,W,2024-02-09,170.00,0.00,62.17,0.00,841500,,0.00,0.00,0.00,0.00,-12.31,9.41,Loss
TEGA,WealthCreation,W,2024-02-09,1098.60,0.00,68.10,0.00,253100,,0.00,0.00,0.00,0.00,-2.60,25.61,Win
JAGRAN,WealthCreation,W,2024-02-09,100.30,0.00,62.50,0.00,648875,,0.00,0.00,0.00,0.00,-4.09,5.18,Loss
BCONCEPTS,WealthCreation,W,2024-02-16,722.95,0.00,61.75,0.00,32967,,0.00,0.00,0.00,0.00,-2.48,4.99,Win
RKDL,WealthCreation,W,2024-02-16,24.15,0.00,62.66,0.00,57289,,0.00,0.00,0.00,0.00,-2.28,15.32,Loss
TIJARIA,WealthCreation,W,2024-02-16,6.60,0.00,70.44,0.00,995893,,0.00,0.00,0.00,0.00,0.00,338.64,Win
ELGIRUBCO,WealthCreation,W,2024-02-16,58.60,0.00,66.43,0.00,222825,,0.00,0.00,0.00,0.00,-2.99,2.47,Loss
SUNDARAM,WealthCreation,W,2024-02-16,3.15,0.00,69.56,0.00,2922950,,0.00,0.00,0.00,0.00,-6.35,33.33,Loss
TIRUMALCHM,WealthCreation,W,2024-02-16,235.60,0.00,68.19,0.00,1874560,,0.00,0.00,0.00,0.00,-4.07,14.03,Loss
A2ZINFRA,WealthCreation,W,2024-02-16,12.80,0.00,68.10,0.00,222568,,0.00,0.00,0.00,0.00,0.00,30.47,Win
SPAL,WealthCreation,W,2024-02-16,597.80,0.00,61.56,0.00,388380,,0.00,0.00,0.00,0.00,-3.46,0.70,Loss
AVTNPL,WealthCreation,W,2024-02-16,95.95,0.00,67.27,0.00,530951,,0.00,0.00,0.00,0.00,-2.50,20.53,Loss
EPIGRAL,WealthCreation,W,2024-02-16,1052.10,0.00,72.52,0.00,147095,,0.00,0.00,0.00,0.00,-3.53,22.08,Loss
BANKBETF,WealthCreation,W,2024-02-16,46.35,0.00,71.52,0.00,5847,,0.00,0.00,0.00,0.00,-0.99,3.45,Loss
FLUOROCHEM,WealthCreation,W,2024-02-16,3456.00,0.00,61.63,0.00,124097,,0.00,0.00,0.00,0.00,0.00,10.95,Win
QUESS,WealthCreation,W,2024-02-16,235.41,0.00,65.38,0.00,773573,,0.00,0.00,0.00,0.00,0.00,16.07,Win
SOLARA,WealthCreation,W,2024-02-16,374.30,0.00,70.97,0.00,664419,,0.00,0.00,0.00,0.00,-4.12,25.79,Loss
YASHO,WealthCreation,W,2024-02-16,1751.15,0.00,81.28,0.00,49880,,0.00,0.00,0.00,0.00,-3.69,38.57,Win
FOSECOIND,WealthCreation,W,2024-02-16,3700.35,0.00,63.98,0.00,4059,,0.00,0.00,0.00,0.00,-2.02,5.94,Loss
ANTGRAPHIC,WealthCreation,W,2024-02-16,1.50,0.00,60.79,0.00,765187,,0.00,0.00,0.00,0.00,-3.33,30.00,Win
MARATHON,WealthCreation,W,2024-02-16,391.75,0.00,62.52,0.00,86197,,0.00,0.00,0.00,0.00,0.00,3.08,Win
PILANIINVS,WealthCreation,W,2024-02-16,2964.90,0.00,65.46,0.00,10129,,0.00,0.00,0.00,0.00,0.00,34.41,Win
STARTECK,WealthCreation,W,2024-02-16,293.10,0.00,61.13,0.00,2266,,0.00,0.00,0.00,0.00,-2.54,4.91,Loss
DATAPATTNS,WealthCreation,W,2024-02-16,2019.15,0.00,67.39,0.00,1536264,,0.00,0.00,0.00,0.00,-0.06,52.54,Win
TARACHAND,WealthCreation,W,2024-02-16,33.20,0.00,60.53,0.00,250000,,0.00,0.00,0.00,0.00,-2.41,4.22,Win
EDELWEISS,WealthCreation,W,2024-02-16,73.25,0.00,63.84,0.00,6287358,,0.00,0.00,0.00,0.00,-12.90,10.85,Loss
ICRA,WealthCreation,W,2024-02-16,5717.85,0.00,65.53,0.00,6787,,0.00,0.00,0.00,0.00,-2.67,7.66,Loss
CARTRADE,WealthCreation,W,2024-02-23,693.65,0.00,61.21,0.00,167283,,0.00,0.00,0.00,0.00,-0.53,15.62,Win
INDOSTAR,WealthCreation,W,2024-02-23,200.10,0.00,65.85,0.00,219211,,0.00,0.00,0.00,0.00,-4.02,15.74,Loss
PIXTRANS,WealthCreation,W,2024-02-23,1338.65,0.00,61.33,0.00,67571,,0.00,0.00,0.00,0.00,-4.30,13.91,Loss
CMSINFO,WealthCreation,W,2024-02-23,382.65,0.00,60.67,0.00,968146,,0.00,0.00,0.00,0.00,-3.89,8.11,Loss
CGPOWER,WealthCreation,W,2024-02-23,433.70,0.00,62.83,0.00,2592673,,0.00,0.00,0.00,0.00,-2.70,0.30,Loss
JTEKTINDIA,WealthCreation,W,2024-02-23,147.38,0.00,60.25,0.00,434561,,0.00,0.00,0.00,0.00,-1.83,0.76,Loss
RICOAUTO,WealthCreation,W,2024-02-23,99.65,0.00,75.13,0.00,3420387,,0.00,0.00,0.00,0.00,-6.07,57.55,Win
LICMFGOLD,WealthCreation,W,2024-02-23,56.67,0.00,60.64,0.00,20500,,0.00,0.00,0.00,0.00,0.00,0.64,Win
GOLDIETF,WealthCreation,W,2024-02-23,54.07,0.00,61.85,0.00,520977,,0.00,0.00,0.00,0.00,0.00,1.29,Win
DIAMINESQ,WealthCreation,W,2024-02-23,561.05,0.00,61.78,0.00,46230,,0.00,0.00,0.00,0.00,-10.31,12.29,Loss
COHANCE,WealthCreation,W,2024-02-23,664.60,0.00,64.57,0.00,378135,,0.00,0.00,0.00,0.00,-0.99,5.15,Loss
DELTAMAGNT,WealthCreation,W,2024-02-23,97.75,0.00,67.08,0.00,23623,,0.00,0.00,0.00,0.00,-3.32,2.56,Loss
GOLDBETA,WealthCreation,W,2024-02-23,52.65,0.00,61.58,0.00,150952,,0.00,0.00,0.00,0.00,-0.28,0.66,Win
SUPRAJIT,WealthCreation,W,2024-02-23,421.70,0.00,61.53,0.00,2440564,,0.00,0.00,0.00,0.00,-6.50,7.62,Loss
TDPOWERSYS,WealthCreation,W,2024-02-23,285.10,0.00,61.38,0.00,897291,,0.00,0.00,0.00,0.00,-2.54,17.36,Loss
LANDSMILL,WealthCreation,W,2024-02-23,0.50,0.00,60.87,0.00,6460766,,0.00,0.00,0.00,0.00,0.00,0.00,Loss
IITL,WealthCreation,W,2024-03-02,207.50,0.00,61.60,0.00,23715,,0.00,0.00,0.00,0.00,0.00,4.99,Win
KALYANIFRG,WealthCreation,W,2024-03-02,454.95,0.00,60.12,0.00,2865,,0.00,0.00,0.00,0.00,-7.35,7.70,Loss
BBTCL,WealthCreation,W,2024-03-02,277.15,0.00,60.70,0.00,16894,,0.00,0.00,0.00,0.00,-4.33,13.40,Loss
TARAPUR,WealthCreation,W,2024-03-02,6.15,0.00,63.15,0.00,31019,,0.00,0.00,0.00,0.00,0.00,124.39,Win
VARDMNPOLY,WealthCreation,W,2024-03-02,6.07,0.00,70.71,0.00,699034,,0.00,0.00,0.00,0.00,0.00,78.75,Win
SAPPHIRE,WealthCreation,W,2024-03-15,288.06,0.00,64.37,0.00,3632110,,0.00,0.00,0.00,0.00,0.00,16.64,Win
NITIRAJ,WealthCreation,W,2024-03-15,158.05,0.00,63.79,0.00,9630,,0.00,0.00,0.00,0.00,0.00,91.71,Win
SWANCORP,WealthCreation,W,2024-03-15,569.30,0.00,63.75,0.00,12599099,,0.00,0.00,0.00,0.00,-4.70,3.11,Loss
M&M,WealthCreation,W,2024-03-15,1799.50,0.00,62.76,0.00,5504948,,0.00,0.00,0.00,0.00,0.00,67.46,Win
NRAIL,WealthCreation,W,2024-03-15,430.00,0.00,60.85,0.00,14033,,0.00,0.00,0.00,0.00,-3.01,2.31,Loss
OBEROIRLTY,WealthCreation,W,2024-03-15,1325.70,0.00,60.49,0.00,763650,,0.00,0.00,0.00,0.00,-0.87,2.05,Win
ARVIND,WealthCreation,W,2024-03-15,261.00,0.00,60.96,0.00,4941550,,0.00,0.00,0.00,0.00,-0.48,4.58,Win
IMFA,WealthCreation,W,2024-03-15,557.15,0.00,65.18,0.00,107107,,0.00,0.00,0.00,0.00,0.00,2.70,Win
SOBHA,WealthCreation,W,2024-03-15,1210.29,0.00,63.56,0.00,437725,,0.00,0.00,0.00,0.00,-2.93,5.75,Win
ANUP,WealthCreation,W,2024-03-15,1357.13,0.00,68.83,0.00,36462,,0.00,0.00,0.00,0.00,0.00,136.90,Win
NORBTEAEXP,WealthCreation,W,2024-03-15,12.80,0.00,61.56,0.00,13921,,0.00,0.00,0.00,0.00,-4.30,20.70,Loss
TITAN,WealthCreation,W,2024-03-15,3633.20,0.00,60.92,0.00,1207241,,0.00,0.00,0.00,0.00,-1.87,0.00,Loss
SUNDARMFIN,WealthCreation,W,2024-03-15,3795.95,0.00,64.35,0.00,4059282,,0.00,0.00,0.00,0.00,-4.58,2.08,Win
LICHSGFIN,WealthCreation,W,2024-03-15,584.60,0.00,60.43,0.00,3195333,,0.00,0.00,0.00,0.00,-1.84,0.53,Loss
MOTILALOFS,WealthCreation,W,2024-03-15,370.13,0.00,64.77,0.00,753320,,0.00,0.00,0.00,0.00,-3.75,1.25,Loss
SHK,WealthCreation,W,2024-03-15,190.75,0.00,63.30,0.00,774746,,0.00,0.00,0.00,0.00,-2.91,3.17,Loss
JINDALSTEL,WealthCreation,W,2024-03-15,767.75,0.00,64.43,0.00,2415351,,0.00,0.00,0.00,0.00,0.00,42.89,Win
LODHA,WealthCreation,W,2024-03-15,1003.95,0.00,61.57,0.00,2154943,,0.00,0.00,0.00,0.00,0.00,14.45,Win
CPCAP,WealthCreation,W,2024-03-15,251.45,0.00,63.47,0.00,22169,,0.00,0.00,0.00,0.00,-2.17,76.40,Win
DMART,WealthCreation,W,2024-03-15,3932.10,0.00,67.73,0.00,348203,,0.00,0.00,0.00,0.00,-0.34,25.23,Win
GLOBALVECT,WealthCreation,W,2024-03-15,110.75,0.00,60.75,0.00,76039,,0.00,0.00,0.00,0.00,-1.49,4.74,Win
TATASTEEL,WealthCreation,W,2024-03-15,141.70,0.00,63.03,0.00,68482621,,0.00,0.00,0.00,0.00,0.00,25.41,Win
BRIGADE,WealthCreation,W,2024-03-15,651.98,0.00,60.05,0.00,720335,,0.00,0.00,0.00,0.00,-2.58,0.41,Loss
CHALET,WealthCreation,W,2024-03-15,735.25,0.00,65.69,0.00,2257194,,0.00,0.00,0.00,0.00,-1.39,1.56,Win
NATIONALUM,WealthCreation,W,2024-03-15,136.40,0.00,61.46,0.00,41641387,,0.00,0.00,0.00,0.00,-0.81,3.52,Win
BANKBARODA,WealthCreation,W,2024-03-15,254.00,0.00,61.01,0.00,17126874,,0.00,0.00,0.00,0.00,-0.71,1.54,Win
SRF,WealthCreation,W,2024-03-15,2428.55,0.00,64.92,0.00,378516,,0.00,0.00,0.00,0.00,-1.64,10.93,Loss
JUNIPER,WealthCreation,W,2024-03-15,456.50,0.00,62.96,0.00,666115,,0.00,0.00,0.00,0.00,-2.95,17.91,Win
RVNL,WealthCreation,W,2024-03-15,245.55,0.00,60.46,0.00,28212318,,0.00,0.00,0.00,0.00,-3.28,3.03,Loss
TEGA,WealthCreation,W,2024-03-15,1173.80,0.00,61.33,0.00,123224,,0.00,0.00,0.00,0.00,0.00,40.87,Win
BEL,WealthCreation,W,2024-03-15,188.85,0.00,62.66,0.00,88781999,,0.00,0.00,0.00,0.00,-0.95,1.67,Win
NEULANDLAB,WealthCreation,W,2024-03-15,5911.80,0.00,61.44,0.00,272364,,0.00,0.00,0.00,0.00,0.00,7.28,Win
GILLETTE,WealthCreation,W,2024-03-15,6510.95,0.00,61.69,0.00,12368,,0.00,0.00,0.00,0.00,-1.09,4.58,Win
APOLLOHOSP,WealthCreation,W,2024-03-15,5983.20,0.00,63.37,0.00,764270,,0.00,0.00,0.00,0.00,-0.08,2.70,Win
INFOMEDIA,WealthCreation,W,2024-03-15,6.80,0.00,60.46,0.00,47501,,0.00,0.00,0.00,0.00,-8.09,16.91,Loss
KEI,WealthCreation,W,2024-03-15,3217.90,0.00,63.93,0.00,309103,,0.00,0.00,0.00,0.00,-3.28,0.11,Loss
SKIPPER,WealthCreation,W,2024-03-22,295.30,0.00,62.02,0.00,4777579,,0.00,0.00,0.00,0.00,-0.91,24.38,Win
SADBHAV,WealthCreation,W,2024-03-22,27.00,0.00,60.21,0.00,5932732,,0.00,0.00,0.00,0.00,-5.00,49.26,Win
EICHERMOT,WealthCreation,W,2024-03-22,3988.40,0.00,60.64,0.00,1033237,,0.00,0.00,0.00,0.00,-2.56,24.76,Win
SINTERCOM,WealthCreation,W,2024-03-22,130.00,0.00,62.15,0.00,47144,,0.00,0.00,0.00,0.00,-7.23,7.42,Loss
BANKBETF,WealthCreation,W,2024-03-22,46.84,0.00,60.00,0.00,375995,,0.00,0.00,0.00,0.00,-0.66,8.82,Win
LMW,WealthCreation,W,2024-03-22,14468.65,0.00,62.10,0.00,3554,,0.00,0.00,0.00,0.00,-0.99,22.98,Win
QUESS,WealthCreation,W,2024-03-22,234.87,0.00,60.70,0.00,1423592,,0.00,0.00,0.00,0.00,0.00,1.91,Win
FINPIPE,WealthCreation,W,2024-03-22,235.60,0.00,60.95,0.00,3030302,,0.00,0.00,0.00,0.00,-1.61,51.06,Win
MSPL,WealthCreation,W,2024-03-22,24.65,0.00,63.38,0.00,558794,,0.00,0.00,0.00,0.00,0.00,9.94,Win
HALEOSLABS,WealthCreation,W,2024-03-22,620.80,0.00,66.08,0.00,19901,,0.00,0.00,0.00,0.00,-1.38,27.24,Win
AURIONPRO,WealthCreation,W,2024-03-22,991.35,0.00,61.77,0.00,39376,,0.00,0.00,0.00,0.00,0.00,40.97,Win
CHOICEIN,WealthCreation,W,2024-03-22,258.50,0.00,63.29,0.00,500296,,0.00,0.00,0.00,0.00,-0.97,1.93,Win
NAUKRI,WealthCreation,W,2024-03-22,1048.62,0.00,64.41,0.00,1919055,,0.00,0.00,0.00,0.00,-1.73,24.83,Win
THEINVEST,WealthCreation,W,2024-03-27,135.50,0.00,60.26,0.00,11397,,0.00,0.00,0.00,0.00,-3.87,3.32,Loss
JPPOWER,WealthCreation,W,2024-03-27,15.10,0.00,61.70,0.00,29237817,,0.00,0.00,0.00,0.00,0.00,5.96,Win
DHANBANK,WealthCreation,W,2024-03-27,32.75,0.00,63.94,0.00,2309327,,0.00,0.00,0.00,0.00,0.00,6.56,Win
GMRP&UI,WealthCreation,W,2024-03-27,44.00,0.00,61.61,0.00,8735897,,0.00,0.00,0.00,0.00,-0.57,2.16,Win
AUTOIETF,WealthCreation,W,2024-03-27,21.51,0.00,62.70,0.00,219711,,0.00,0.00,0.00,0.00,-0.37,27.75,Win
SIMPLEXINF,WealthCreation,W,2024-03-27,97.70,0.00,70.49,0.00,220832,,0.00,0.00,0.00,0.00,0.00,55.07,Win
A2ZINFRA,WealthCreation,W,2024-03-27,13.25,0.00,61.25,0.00,487155,,0.00,0.00,0.00,0.00,0.00,16.60,Loss
WANBURY,WealthCreation,W,2024-03-27,141.80,0.00,68.37,0.00,193889,,0.00,0.00,0.00,0.00,0.00,23.41,Win
UNITECH,WealthCreation,W,2024-03-27,10.65,0.00,61.25,0.00,9527156,,0.00,0.00,0.00,0.00,0.00,28.64,Win
ATLANTAA,WealthCreation,W,2024-03-27,23.05,0.00,60.23,0.00,84786,,0.00,0.00,0.00,0.00,-0.22,185.08,Win
WSI,WealthCreation,W,2024-03-27,138.30,0.00,60.59,0.00,245331,,0.00,0.00,0.00,0.00,-4.56,19.56,Win
PPLPHARMA,WealthCreation,W,2024-03-27,122.35,0.00,60.93,0.00,9815339,,0.00,0.00,0.00,0.00,0.00,36.25,Win
TATAINVEST,WealthCreation,W,2024-03-27,594.67,0.00,61.88,0.00,1558250,,0.00,0.00,0.00,0.00,0.00,27.63,Win
RPOWER,WealthCreation,W,2024-03-27,27.65,0.00,67.81,0.00,38074636,,0.00,0.00,0.00,0.00,-5.97,24.59,Loss
DREDGECORP,WealthCreation,W,2024-03-27,677.60,0.00,62.58,0.00,40414,,0.00,0.00,0.00,0.00,0.00,27.29,Win
HDFCNIF100,WealthCreation,W,2024-03-27,22.93,0.00,77.48,0.00,65408,,0.00,0.00,0.00,0.00,-0.57,7.28,Win
PRECOT,WealthCreation,W,2024-03-27,321.00,0.00,61.05,0.00,5180,,0.00,0.00,0.00,0.00,-1.99,73.99,Win
ESILVER,WealthCreation,W,2024-03-27,75.79,0.00,66.04,0.00,33902,,0.00,0.00,0.00,0.00,-1.69,29.27,Win
SURANAT&P,WealthCreation,W,2024-03-27,15.10,0.00,61.56,0.00,103979,,0.00,0.00,0.00,0.00,-0.99,1.99,Win
HBSL,WealthCreation,W,2024-03-27,82.85,0.00,65.33,0.00,5106,,0.00,0.00,0.00,0.00,0.00,22.03,Win
SUVEN,WealthCreation,W,2024-03-27,99.95,0.00,63.57,0.00,265924,,0.00,0.00,0.00,0.00,0.00,21.56,Win
TARC,WealthCreation,W,2024-03-27,142.35,0.00,62.31,0.00,558252,,0.00,0.00,0.00,0.00,-1.30,3.06,Win
PNBGILTS,WealthCreation,W,2024-03-28,109.60,0.00,62.13,0.00,1707209,,0.00,0.00,0.00,0.00,-2.28,9.12,Loss
CHAMBLFERT,WealthCreation,W,2024-03-28,342.00,0.00,63.35,0.00,1412096,,0.00,0.00,0.00,0.00,-2.51,28.36,Win
GRSE,WealthCreation,W,2024-03-28,764.70,0.00,61.11,0.00,471323,,0.00,0.00,0.00,0.00,0.00,270.58,Win
CONCOR,WealthCreation,W,2024-03-28,705.68,0.00,60.07,0.00,2076470,,0.00,0.00,0.00,0.00,0.00,3.04,Win
BLUEJET,WealthCreation,W,2024-03-28,382.90,0.00,60.77,0.00,260324,,0.00,0.00,0.00,0.00,-4.00,10.12,Loss
BFSI,WealthCreation,W,2024-03-28,21.34,0.00,63.11,0.00,1301283,,0.00,0.00,0.00,0.00,-0.56,4.03,Loss
EIMCOELECO,WealthCreation,W,2024-03-28,1528.15,0.00,71.01,0.00,12765,,0.00,0.00,0.00,0.00,0.00,59.02,Win
NBCC,WealthCreation,W,2024-03-28,79.27,0.00,64.37,0.00,19599079,,0.00,0.00,0.00,0.00,0.00,31.20,Win
INDOSTAR,WealthCreation,W,2024-03-28,190.35,0.00,67.16,0.00,200987,,0.00,0.00,0.00,0.00,0.00,47.10,Win
PRICOLLTD,WealthCreation,W,2024-03-28,389.40,0.00,62.43,0.00,816982,,0.00,0.00,0.00,0.00,-3.63,20.31,Win
USK,WealthCreation,W,2024-03-28,48.15,0.00,60.14,0.00,260373,,0.00,0.00,0.00,0.00,0.00,4.98,Win
TECHNOE,WealthCreation,W,2024-03-28,771.75,0.00,64.69,0.00,506469,,0.00,0.00,0.00,0.00,0.00,132.81,Win
SGIL,WealthCreation,W,2024-03-28,336.25,0.00,62.73,0.00,26133,,0.00,0.00,0.00,0.00,-3.74,8.57,Loss
INDSWFTLAB,WealthCreation,W,2024-03-28,100.15,0.00,70.26,0.00,2562793,,0.00,0.00,0.00,0.00,-0.35,6.34,Win
OSWALGREEN,WealthCreation,W,2024-03-28,29.10,0.00,61.54,0.00,646538,,0.00,0.00,0.00,0.00,0.00,9.97,Win
S&SPOWER,WealthCreation,W,2024-03-28,221.20,0.00,64.53,0.00,18082,,0.00,0.00,0.00,0.00,0.00,5.00,Win
LEMONTREE,WealthCreation,W,2024-03-28,130.55,0.00,63.67,0.00,4626109,,0.00,0.00,0.00,0.00,0.00,10.61,Win
KAPSTON,WealthCreation,W,2024-03-28,80.79,0.00,61.36,0.00,15402,,0.00,0.00,0.00,0.00,0.00,90.09,Win
MAHLIFE,WealthCreation,W,2024-03-28,539.22,0.00,66.21,0.00,694460,,0.00,0.00,0.00,0.00,0.00,15.66,Win
BLUECHIP,WealthCreation,W,2024-03-28,2.70,0.00,61.35,0.00,58035,,0.00,0.00,0.00,0.00,-1.85,0.00,Loss
LODHA,WealthCreation,W,2024-03-28,1135.85,0.00,61.08,0.00,2245991,,0.00,0.00,0.00,0.00,-2.28,15.28,Loss
ENERGYDEV,WealthCreation,W,2024-03-28,22.00,0.00,61.29,0.00,211104,,0.00,0.00,0.00,0.00,0.00,36.36,Win
SAKUMA,WealthCreation,W,2024-03-28,5.02,0.00,62.42,0.00,7653745,,0.00,0.00,0.00,0.00,-1.39,12.75,Loss
ROHLTD,WealthCreation,W,2024-03-28,361.20,0.00,63.20,0.00,195061,,0.00,0.00,0.00,0.00,0.00,23.75,Win
360ONE,WealthCreation,W,2024-03-28,675.60,0.00,62.91,0.00,481500,,0.00,0.00,0.00,0.00,0.00,33.36,Win
LICNMID100,WealthCreation,W,2024-03-28,48.30,0.00,66.83,0.00,404445,,0.00,0.00,0.00,0.00,-2.71,34.58,Win
IDBI,WealthCreation,W,2024-03-28,81.00,0.00,67.76,0.00,11075387,,0.00,0.00,0.00,0.00,0.00,15.56,Win
